Gender,Hight,GenType,HairColor,EyeColor,Income,WeeklyWorkingHoours,PlaceOfResidence,EmptyEyes
Male,180.14749680919138,J,Dark,Blue,250578.9724389192,36.27950029194206,Copenhagen,no
Male,180.2967622150494,J,Blond,Blue,362648.7536987216,52.17628341257081,Copenhagen,yes
Female,162.82512932866146,I,Red,Brown,474953.9523542543,46.52604025711156,Other,yes
Male,175.1818195185803,I,Dark,Green,180378.67562799307,28.84889966392985,Other,no
Female,166.38585523401682,J,Blond,Blue,320086.80529167975,36.43701023066337,Other,no
Male,176.9907740787759,J,Red,Brown,326331.98919017735,41.1416204504824,Other,no
Female,166.35970264208166,J,Dark,Green,409942.1400621404,47.23389537355543,Copenhagen,no
Male,178.93844392023536,J,Red,Brown,357004.5479831316,53.26102350484287,Copenhagen,yes
Female,174.68254815598553,K,Red,Brown,267966.1159233267,43.91818270864815,Copenhagen,no
Male,175.48065199739244,I,Blond,Blue,556886.5558563562,61.276712100137985,Other,yes
Male,190.51771533354466,K,Red,Brown,266845.09684120445,51.70754821318954,Copenhagen,yes
Female,165.78150084102646,J,Blond,Blue,460131.9794539454,40.45963077867134,Aarhus,no
Female,161.82512078622912,I,Red,Brown,248855.24604826205,40.222802043242865,Copenhagen,no
Male,175.86439178367252,I,Dark,Green,160581.13821170654,30.7593941335973,Copenhagen,no
Male,174.47509655022628,I,Blond,Blue,429431.99147933465,49.24445187502786,Other,yes
Male,174.0873150911218,I,Blond,Green,363832.7847366119,39.55290900662184,Aarhus,no
Male,182.52420590698367,J,Dark,Green,137003.99661641268,14.0753409684117,Other,no
Female,160.15922529519466,I,Dark,Green,313716.6945464609,34.64330515528079,Other,no
Female,169.0079328596054,K,Red,Brown,322675.25862750545,37.91882868780565,Copenhagen,no
Male,176.94525232736635,I,Blond,Blue,306072.64856970217,31.532553708729736,Aarhus,no
Female,164.45887594240898,J,Red,Brown,255961.4621290412,32.86384532970338,Copenhagen,yes
Female,169.21413121225913,J,Dark,Green,425706.1292454512,42.7460292705884,Other,no
Male,175.22804332381827,I,Red,Brown,295845.34555123554,39.45134557526723,Copenhagen,no
Male,178.82990667265977,I,Dark,Green,298753.5035472825,37.560495082970775,Other,no
Female,159.65194944268922,I,Red,Brown,413820.7935365445,56.73155903682505,Other,yes
Female,164.66843352486663,J,Blond,Blue,229283.59857344185,27.132110866793276,Other,no
Male,181.56033266213953,J,Red,Blue,235463.44319306983,40.20555170538533,Copenhagen,yes
Male,175.59017684736418,I,Red,Brown,246009.37775001602,28.537233125968704,Other,no
Male,174.88430131056725,I,Red,Blue,332239.51122239715,47.50276214467874,Copenhagen,yes
Male,174.36514434900616,I,Red,Brown,390924.4938034619,57.59657040254811,Other,yes
Male,189.1575637089599,K,Dark,Green,514846.31625592854,59.837127647440276,Other,no
Female,165.73425540727132,J,Dark,Green,386314.267107473,47.58050976472205,Copenhagen,no
Female,168.68249701924748,J,Blond,Blue,347454.85587459325,41.82604808971277,Other,no
Female,160.5560464563667,I,Dark,Green,420621.916933217,58.25842812188224,Copenhagen,no
Male,180.4260023471579,J,Dark,Green,249849.10428948107,40.242343934779996,Other,no
Female,166.88389411826384,J,Dark,Green,367675.98163592897,42.398204438418716,Aarhus,no
Male,173.59440488106912,I,Dark,Green,421758.629962515,52.38492799044446,Other,no
Male,179.71268399117176,J,Dark,Green,173034.65525826727,24.829406192094446,Other,no
Male,175.39855963604097,I,Blond,Blue,409580.3813431071,43.82186069864956,Aarhus,no
Male,175.40419685883262,I,Dark,Blue,391972.6777297552,39.63790201118615,Other,no
Male,178.23856195429545,J,Red,Green,406308.193541302,41.72897043880178,Other,yes
Female,160.21034673439976,I,Blond,Blue,529621.758471787,62.415376396966295,Copenhagen,yes
Male,174.37715274006896,I,Blond,Blue,55753.18082682061,12.888101057849555,Other,no
Female,174.52372094527743,K,Blond,Blue,333351.1277818628,44.71660000946064,Copenhagen,no
Female,161.72957137569256,I,Dark,Green,329361.7002199654,42.01239908946496,Other,no
Female,160.79942101828985,I,Dark,Green,261684.20583224623,33.642892856433136,Other,no
Male,177.90901808907108,J,Dark,Brown,340569.7932456939,49.513817788943534,Other,yes
Female,161.6580705752013,I,Dark,Green,172854.0380391876,37.77784249916601,Copenhagen,no
Male,181.47418955208434,J,Red,Brown,235507.07096406806,21.461214746004618,Aarhus,yes
Male,181.80661897777236,J,Blond,Blue,212334.49020649574,32.72364710793706,Copenhagen,no
Female,163.85433282060865,I,Blond,Blue,299874.3765012378,40.54530543438136,Copenhagen,no
Female,162.12709999308146,I,Blond,Green,449307.4884102816,58.65795954749581,Copenhagen,no
Female,161.1527896467388,I,Dark,Brown,194531.5771739102,37.75716477200495,Copenhagen,no
Female,160.91866014852488,I,Blond,Green,298143.3736894658,45.40448746579145,Copenhagen,no
Female,159.99731597874612,I,Dark,Brown,126175.61007024324,31.784555279033185,Copenhagen,no
Female,161.61985454385217,I,Blond,Green,146439.17873109764,18.894311863567673,Other,no
Female,171.41097372697683,K,Red,Brown,419830.99756236514,42.62390463042599,Other,no
Female,160.40032523328497,I,Red,Brown,275583.5192393082,46.3147628609301,Other,yes
Female,162.8813883576865,I,Red,Brown,339200.7922976457,50.49524573505894,Other,yes
Male,184.9797309380917,K,Dark,Green,286869.78476589883,35.2115330381413,Other,no
Male,172.84979014048665,I,Red,Brown,310104.53228764766,48.25992172591353,Copenhagen,yes
Male,182.60462106654046,K,Dark,Green,290521.650515869,46.426426675178476,Copenhagen,no
Female,158.31650020782988,I,Blond,Blue,395890.1540714246,43.10892570343954,Other,no
Male,186.47000257004464,K,Red,Brown,328312.15127535106,42.89116217933102,Copenhagen,no
Male,182.58443865173467,J,Red,Brown,372180.43677200685,50.102688782634885,Other,yes
Male,180.34381245448847,J,Dark,Green,394760.37958978786,52.400594639760676,Copenhagen,no
Male,187.9928213535883,K,Blond,Blue,506420.7989382079,44.497918288837866,Aarhus,no
Female,161.44833206376444,I,Blond,Blue,376918.94834517245,52.56314023956039,Copenhagen,no
Male,174.2944541279527,I,Red,Brown,265962.2079654046,38.28277126496556,Other,no
Male,171.94485192928596,I,Red,Brown,290801.57916590146,30.92955436547502,Aarhus,no
Male,175.38902925799917,I,Red,Blue,248950.7170463226,24.21239464688498,Other,no
Male,182.40573189497033,J,Blond,Green,372047.09508882865,43.03555020363822,Other,no
Male,176.04859236442033,I,Dark,Green,344840.73033937544,45.61872830475062,Other,no
Male,174.67095908446862,I,Blond,Blue,327105.9402249462,37.59715817217561,Copenhagen,no
Male,182.14249597115543,J,Dark,Brown,388308.47032869013,46.65026912000836,Copenhagen,yes
Female,164.6668504487155,J,Dark,Green,272272.0730652363,28.10241550210721,Other,no
Female,160.6936305327404,I,Red,Brown,451192.36025789945,60.650832907839614,Copenhagen,yes
Female,162.41944356836927,I,Red,Brown,174609.1389863132,21.337268509526155,Other,no
Male,177.8261877159,I,Red,Brown,304732.7661939083,36.97933010607416,Other,no
Female,158.9567632558506,I,Red,Brown,275400.4639960867,39.55728042211069,Aarhus,no
Male,177.6425843632961,I,Dark,Green,277181.0080454714,36.23124821016919,Copenhagen,no
Male,173.68582148013363,I,Blond,Blue,458365.3790146935,52.969229683739115,Copenhagen,yes
Male,178.26840773497548,I,Red,Brown,385199.7159035378,53.38991738070769,Copenhagen,yes
Female,160.506440693152,I,Blond,Blue,326154.40646756813,39.533587132426504,Other,no
Female,168.7374731008813,J,Blond,Blue,238679.48931876998,30.753138382121854,Other,no
Male,180.83627126183416,J,Blond,Blue,341487.4952790308,44.718148263443126,Other,no
Female,174.86522656081627,K,Dark,Green,248933.7168216377,28.91139490359772,Aarhus,no
Female,159.58043077427968,I,Dark,Green,201337.9990194494,34.78197773117893,Other,no
Female,166.6508089901046,J,Red,Brown,344924.9885784704,47.36658224600248,Copenhagen,yes
Female,162.35643784246082,I,Dark,Green,366190.9867240442,38.46247159574958,Other,no
Male,179.4760701942586,J,Blond,Blue,248101.23594469033,29.19530626563631,Other,no
Female,167.40651916656586,J,Dark,Blue,130179.54036512726,25.294658837479368,Copenhagen,no
Male,175.6319686699742,I,Dark,Green,323489.49175972916,44.14760890317757,Other,no
Female,166.73283007123408,J,Dark,Brown,250374.65922847687,39.2869839885025,Other,no
Female,172.85350319785752,K,Dark,Green,310665.5399875794,47.353610077434915,Other,no
Male,173.84043829547036,I,Blond,Blue,387472.8619761002,47.4832070425162,Other,yes
Male,174.6225532581785,I,Blond,Blue,276058.3034717102,33.14090487904135,Copenhagen,no
Female,158.99305151089516,I,Red,Brown,228882.25608826085,35.8797248525284,Copenhagen,no
Male,182.3123176266692,J,Dark,Green,582414.994086775,71.33641073727361,Other,no
Female,175.76859014361895,K,Dark,Green,139666.34609296054,38.01740437106822,Copenhagen,no
Female,173.41754234877394,K,Blond,Brown,255524.35077553094,29.490486597661523,Copenhagen,no
Male,173.49673545242084,I,Dark,Green,293726.1822761521,29.150579856824933,Other,no
Female,159.29732122494076,I,Red,Brown,247448.49714915233,29.667284471179965,Other,no
Female,162.5126909331101,I,Dark,Blue,373856.82817525114,49.104602955492524,Other,yes
Male,177.59481481693473,J,Red,Blue,414878.67863443145,52.9132415532961,Aarhus,yes
Female,162.97333041020875,I,Blond,Blue,409942.28207442915,59.253764480063985,Other,yes
Male,185.17895309834088,K,Dark,Green,197977.16558454046,24.180512793128543,Other,no
Female,163.73664025190251,J,Blond,Blue,236229.29177227075,35.3599274424491,Copenhagen,no
Male,179.2215106658754,I,Red,Brown,361650.4512175232,47.721363849988634,Other,yes
Male,175.23641584310215,I,Red,Brown,368270.48194942274,43.91817989904965,Copenhagen,no
Female,167.00344240718437,J,Blond,Blue,305659.1404280526,41.30822144506362,Aarhus,no
Female,166.21104479197436,J,Red,Brown,366069.81849468214,43.87684637396709,Copenhagen,yes
Female,158.6505014762703,I,Blond,Blue,183698.85111863748,40.05347537300372,Copenhagen,no
Female,157.07985863194253,I,Blond,Blue,365907.94005269476,34.67591093127004,Other,no
Female,174.93357407061657,K,Red,Brown,410104.0749922236,38.1550160981322,Other,no
Male,174.92452923989782,I,Dark,Green,391107.12685076107,51.20496433412606,Copenhagen,no
Female,161.12060855094933,I,Red,Blue,331157.0888184303,45.79578149230343,Copenhagen,yes
Female,162.48877723557987,J,Blond,Blue,233660.477060854,36.72610397790635,Copenhagen,no
Female,161.21014301548078,I,Dark,Green,418033.0470354378,51.20751157487034,Other,no
Female,161.28746495384723,I,Dark,Green,272760.0169978001,28.519216563726772,Other,no
Male,175.4635632203307,I,Blond,Blue,463819.4329228279,51.70554176198486,Other,yes
Female,161.2997857787675,I,Red,Brown,205489.11781437485,30.92271679096818,Copenhagen,no
Female,159.96961026415886,I,Red,Brown,384402.3385145349,47.21075445727543,Other,yes
Male,188.4245425390999,K,Blond,Blue,415242.7661456256,46.928145863918076,Other,yes
Female,173.77056207063592,K,Dark,Green,197571.1801644807,27.90442608691543,Other,no
Male,180.72147614422352,J,Blond,Blue,483956.8369428667,49.98122720651062,Other,yes
Male,178.8345807028525,J,Red,Green,361094.60675948986,47.58852495062541,Copenhagen,yes
Female,162.29693146926277,I,Red,Brown,194273.96448823548,27.241897156625804,Other,no
Female,157.1755951073597,I,Red,Blue,377065.4722357799,47.77840300493951,Other,yes
Male,174.60838888589754,I,Dark,Brown,321032.4453486781,41.798154159522944,Aarhus,no
Female,164.86304049664042,J,Blond,Blue,234352.04370070016,29.119277467145803,Copenhagen,no
Female,160.10911055855817,I,Red,Brown,370640.8472022409,49.58782247293167,Other,yes
Male,180.9773352604652,J,Red,Brown,161982.02172480922,17.71279850084811,Other,yes
Female,160.03078330831514,I,Blond,Blue,476497.6983133253,62.144479450876574,Copenhagen,yes
Male,174.80854049249203,I,Red,Brown,252181.55072392512,43.34741950647998,Other,no
Male,173.426459095553,I,Red,Brown,475217.52740446886,47.584434331583836,Copenhagen,yes
Female,169.1819199562611,J,Blond,Blue,213588.7332090763,39.0389669417664,Copenhagen,no
Female,165.13132132533744,J,Dark,Green,247877.50818916297,41.55939691648577,Copenhagen,yes
Male,172.53098429244793,I,Red,Green,377713.802570491,46.88549971190396,Other,no
Female,161.15331006003296,I,Dark,Green,239716.9235297416,36.3042481297109,Copenhagen,no
Male,176.625183605131,I,Red,Brown,238558.19898918684,37.615878111981004,Aarhus,no
Male,174.31144903164954,I,Red,Green,513154.630940087,64.82084050555872,Other,no
Male,173.84295523226143,I,Blond,Blue,438742.7884425701,58.24324717156641,Other,yes
Male,185.29050259842484,K,Red,Brown,365903.6753144383,46.22382775281015,Copenhagen,yes
Male,174.6844282300141,I,Red,Brown,311314.6857032246,40.1329049835391,Other,no
Male,179.19436089023455,I,Red,Brown,429250.9108529196,49.50593893556743,Copenhagen,yes
Male,174.38491835841913,I,Blond,Blue,173992.83501745682,32.11087025241375,Copenhagen,no
Female,161.5021787817079,I,Red,Brown,295241.4930406583,31.59963538734703,Other,no
Female,158.58597855922176,I,Dark,Green,282825.95823250915,37.68723243857753,Other,no
Male,174.17273734183357,I,Dark,Green,310126.5005591518,32.95394814441009,Other,no
Female,164.76705395687915,J,Blond,Brown,417499.9861651643,47.6926108407251,Copenhagen,yes
Female,162.10736759159323,I,Dark,Green,289719.28550698614,44.59748491723224,Other,no
Female,172.42846912914857,K,Blond,Blue,336283.8625018324,42.16025483635172,Copenhagen,no
Female,163.10773199958723,I,Red,Brown,202300.36352912532,35.97726417610567,Copenhagen,no
Male,173.47144738888156,I,Blond,Brown,257835.25508377727,28.154503783568323,Copenhagen,no
Female,158.98383016077358,I,Dark,Brown,300634.6334297197,45.873865189928615,Copenhagen,yes
Female,161.34043298616754,I,Red,Brown,500641.37734499224,55.25497374252492,Other,yes
Male,180.59066928345462,J,Blond,Blue,413342.91555451194,42.375995291041676,Other,no
Male,172.5194549617642,I,Dark,Green,392448.02307261166,49.7132319645422,Copenhagen,no
Male,173.17447452983342,I,Dark,Green,309706.66363550816,29.067086866609966,Aarhus,no
Male,174.51145542099513,I,Blond,Blue,310158.7285634844,36.89107937118055,Copenhagen,no
Male,174.6795593440834,I,Blond,Blue,373895.071614973,42.060722128670534,Other,no
Female,159.4785277914724,I,Dark,Green,402252.3071297381,58.05818330909941,Copenhagen,no
Female,158.0073724412496,I,Red,Brown,242689.91842562042,44.38632427315264,Other,no
Male,189.79388906240638,K,Dark,Green,455510.12687561737,57.550257273403105,Other,no
Male,181.74286071359012,J,Red,Brown,337743.7090397342,42.38354292648279,Copenhagen,yes
Female,167.10774584671702,J,Dark,Green,363903.3986317865,39.45294343363832,Other,no
Female,160.61535918193013,I,Red,Brown,220443.22431403017,24.406967973863747,Other,no
Male,175.29150522713124,I,Blond,Blue,374506.4811360451,49.38873999477177,Other,yes
Male,179.33084723779967,J,Red,Brown,266664.0334449121,36.45007404638515,Other,yes
Male,175.79456349684773,I,Dark,Green,279748.1242171393,38.70759640649574,Copenhagen,no
Male,173.01933008071887,I,Dark,Green,275747.34022400645,32.41330481398148,Other,no
Female,167.38790453080537,J,Blond,Blue,479175.8417456896,50.918195485584114,Copenhagen,yes
Male,179.78754517106105,J,Dark,Green,112247.61538141003,27.38115055065179,Copenhagen,no
Female,160.24506827988836,I,Red,Green,356408.1568926086,48.78055669383986,Other,no
Male,178.9748821956723,J,Blond,Blue,302817.86337786925,28.38731103952616,Other,no
Male,179.32376798535492,J,Red,Brown,45515.91971264733,19.60167311660749,Other,yes
Male,180.72210765541817,J,Red,Brown,333499.3024124809,42.869458503907275,Copenhagen,yes
Male,172.30443608562197,I,Red,Blue,263327.3909917688,40.60785982243908,Other,no
Male,180.85172446044703,J,Blond,Blue,264004.06536478596,27.81233544078652,Aarhus,no
Male,172.80147834288516,I,Red,Brown,215694.17241573316,31.517187092218357,Copenhagen,no
Male,175.09254968319416,I,Dark,Green,415311.2332850666,55.33962386354964,Other,no
Male,176.6791213856314,I,Blond,Green,347893.11970408465,37.923819420016336,Other,no
Female,160.26453493315051,I,Blond,Green,278496.54484827886,37.100699009584716,Other,no
Male,170.86884960811685,I,Dark,Green,279532.1388354463,38.7832877491907,Other,no
Female,162.5655444705102,I,Blond,Blue,241934.91404249705,27.304678710036292,Other,no
Female,161.8032862872629,I,Red,Brown,233553.85259685596,37.13628716347411,Other,no
Male,181.63857774494087,J,Dark,Green,215395.68255250738,32.6431508849771,Copenhagen,no
Female,161.20132624980485,I,Blond,Blue,332324.8759762904,55.15024156564132,Copenhagen,yes
Male,178.01548573175344,J,Blond,Blue,404480.71512709185,54.07992700853537,Other,yes
Male,174.30210563515058,I,Blond,Blue,302282.6629330151,41.146474650748395,Copenhagen,no
Female,160.6736708381621,I,Blond,Blue,174887.41572809574,11.575063889298688,Other,no
Female,167.17207472210978,J,Dark,Green,239225.06829965016,45.27595703550787,Copenhagen,no
Female,160.9827842196363,I,Blond,Blue,422148.3229512167,41.80941014478648,Aarhus,no
Male,177.21162146740633,I,Dark,Brown,200516.50490400317,26.42733508327707,Other,no
Male,174.67360249324716,I,Red,Brown,364504.56749534543,51.01583230367274,Copenhagen,yes
Male,182.39141628465057,J,Blond,Blue,239800.69803099625,51.16350056110427,Copenhagen,yes
Male,185.67260951301134,K,Blond,Blue,317423.03425439383,45.64519421462392,Copenhagen,yes
Male,187.51885284141548,K,Dark,Green,324228.86186630087,38.81161379149749,Other,no
Female,169.00214924319278,J,Red,Green,278385.49447803036,42.209495521966865,Other,yes
Female,160.24640669887486,I,Dark,Green,441530.2161018304,49.68023801923353,Aarhus,no
Female,158.8537211839203,I,Red,Brown,508619.86554882594,61.85263696899226,Other,yes
Female,160.32713883303828,I,Red,Brown,305838.0615684128,42.822529377860384,Copenhagen,no
Female,161.60037873370482,I,Red,Brown,379780.8843587342,52.343072276122015,Other,yes
Female,163.7696866211638,J,Red,Brown,233565.48880746425,33.20230555563265,Copenhagen,yes
Female,160.41379170309614,I,Blond,Blue,321640.67765819456,41.047476449129746,Copenhagen,no
Female,159.51505560867164,I,Red,Brown,318649.2672004231,43.388269554662884,Other,no
Female,164.01172441792642,I,Red,Brown,254379.2891226396,45.834693425304486,Copenhagen,yes
Male,174.75554210102973,I,Red,Green,317357.4437268553,49.381173026615826,Copenhagen,no
Male,172.80329689624938,I,Dark,Green,305389.62514404615,37.05339285772493,Other,no
Male,174.30819260229853,I,Blond,Blue,445288.70232819946,52.22735824740175,Other,yes
Male,175.14191445265135,I,Blond,Brown,579518.7654741487,48.268063783023415,Aarhus,yes
Male,186.14834267987732,K,Blond,Blue,329776.27282601356,41.08195072303366,Other,no
Male,176.81571056383416,I,Red,Brown,396399.9436035607,38.94659412650556,Other,no
Female,162.3747127893643,I,Blond,Blue,486920.77680179477,54.72260105853083,Other,yes
Female,173.80376569325028,K,Blond,Blue,280175.0035092326,31.247805345318454,Other,no
Male,173.82605549093756,I,Dark,Green,181451.41831883273,40.81448206308885,Other,no
Female,164.85393049063114,J,Dark,Blue,344141.76621216023,40.69137323855942,Other,no
Female,158.34250003726416,I,Dark,Green,397834.92134756444,52.484543908096,Copenhagen,no
Male,183.69632038876196,J,Red,Brown,339489.48076438345,48.470516493985684,Copenhagen,yes
Female,172.97068946606024,J,Red,Brown,198546.98354247428,22.594892732951465,Other,yes
Female,168.08959360846302,J,Red,Green,371275.5332139758,47.745008360365134,Other,yes
Female,167.24907049328155,I,Blond,Blue,484388.64515750634,58.182125857332636,Copenhagen,yes
Female,160.41541295909943,I,Dark,Green,181873.5945740709,30.926211406221555,Other,no
Female,162.46551396087477,I,Blond,Blue,226962.47624339987,35.596152574667585,Other,no
Male,176.85344199909028,I,Red,Blue,178732.7917596584,16.02375803312382,Copenhagen,no
Female,161.64720879903768,I,Dark,Brown,407504.5444731475,39.995380965823664,Other,no
Male,180.46449755635055,J,Blond,Blue,341350.5316644755,52.39337219310075,Copenhagen,yes
Female,162.0022316547761,I,Blond,Brown,322116.47977008874,53.99948819613949,Copenhagen,yes
Male,187.16388314690434,K,Blond,Blue,252363.3197704532,30.418824682496815,Other,no
Female,167.94908985995392,J,Dark,Brown,327223.15836308204,38.48403290531637,Copenhagen,no
Male,176.0525303172252,I,Dark,Brown,177119.03929020473,23.016293491876333,Other,no
Female,161.30574928629525,I,Blond,Blue,98151.55011198466,22.96364903032446,Copenhagen,no
Male,176.0007810025253,I,Blond,Blue,394434.2307885346,51.76309510548307,Copenhagen,yes
Male,177.95599160507206,I,Dark,Brown,438742.80209657154,53.98141783287375,Other,yes
Female,164.7495379684037,J,Dark,Green,324674.39518225234,34.18916079680786,Aarhus,no
Male,182.74685242370816,K,Dark,Green,296520.9028552318,32.122258135009844,Other,no
Male,172.0680424607407,I,Dark,Green,242559.40695502795,32.02011670663984,Other,no
Female,159.91303761964707,I,Blond,Green,372208.38287242875,47.33451246449609,Copenhagen,no
Female,162.05079126148865,I,Red,Brown,446959.23948669236,45.679442928403674,Other,yes
Male,172.9021943457962,I,Red,Brown,177422.97031289825,25.799169557869604,Copenhagen,no
Female,172.55582952179054,K,Dark,Green,188736.95495916327,36.89601844083073,Other,no
Female,162.5654203659146,I,Blond,Blue,278408.30578834756,44.389226449630584,Copenhagen,no
Female,165.71222680824397,J,Red,Brown,252195.34611228004,38.35535626810308,Copenhagen,no
Female,169.284836847097,J,Blond,Blue,132298.95775269205,20.116747056036825,Copenhagen,no
Female,161.5851888838944,I,Blond,Brown,233030.94944638817,39.2916004117499,Other,no
Female,158.85513299652595,I,Blond,Blue,247254.1379653164,48.81633053794428,Other,yes
Female,161.23020172047924,I,Red,Brown,579007.6220153815,67.78097344192166,Other,yes
Female,161.65736568738953,I,Dark,Green,461997.5405003857,52.229124886707446,Other,no
Male,180.2735824054516,J,Dark,Blue,279908.4198476149,38.468831281943274,Other,no
Female,172.62247948455143,K,Dark,Green,343587.34549909306,52.846658650824025,Copenhagen,no
Female,158.88535190568265,I,Red,Brown,398009.0361799088,51.34666056499283,Other,yes
Female,171.16864877219282,K,Red,Brown,74158.03854150561,13.094645994056904,Aarhus,no
Female,171.52424495974662,K,Blond,Blue,108426.35229890674,28.623190734394406,Copenhagen,no
Female,166.76367341796916,J,Blond,Blue,309547.1394710628,40.55940124307888,Other,no
Male,173.56248513926172,I,Dark,Green,424531.9475999988,45.8952607199938,Other,no
Female,165.0402557050071,J,Dark,Green,252259.32172906044,32.90250032848157,Other,no
Male,174.12482147573982,I,Blond,Blue,77393.095165584207,28.010319322698614,Copenhagen,no
Female,166.2870030652737,J,Blond,Blue,364838.65511773835,35.690830291361074,Other,no
Male,171.22279826687443,I,Blond,Blue,378676.17353697534,45.97456473489322,Other,yes
Female,162.2387405893818,I,Red,Brown,341909.6026177164,59.936963721899104,Copenhagen,yes
Male,181.95060918936093,J,Dark,Green,328597.83857983194,37.301500757504314,Aarhus,no
Female,158.97495688186453,I,Red,Brown,111837.70911235426,24.10949256976508,Other,no
Female,164.98996886702912,J,Blond,Blue,292181.1376729894,37.97092669836182,Aarhus,no
Male,176.20265504139624,I,Dark,Blue,135075.41004620004,37.43323468353165,Copenhagen,no
Male,179.7633505168403,I,Dark,Brown,262922.6038882884,38.11597631564428,Other,no
Male,185.22956577804942,J,Blond,Blue,210294.93199630344,24.905969928916505,Other,no
Female,171.50447968889404,K,Dark,Blue,176305.74747273728,31.363090950381807,Copenhagen,no
Female,159.415251568432,I,Dark,Blue,490722.150134173,60.10538812295195,Aarhus,yes
Male,183.531371278982,J,Dark,Brown,330084.08466385846,42.559147046843236,Copenhagen,no
Female,168.77111829899252,J,Dark,Green,349298.6928469139,30.149440992516475,Aarhus,no
Female,160.7040872791772,I,Dark,Green,218542.61123068788,36.661927710203415,Other,no
Female,159.35695428486346,I,Blond,Blue,364366.68680026673,51.87681427542091,Copenhagen,yes
Female,160.02177919797032,I,Dark,Green,264126.98347439937,24.99298431533219,Other,no
Female,169.429609353139,J,Blond,Blue,553257.1362478593,61.65394462567463,Copenhagen,yes
Female,156.83469577539302,I,Dark,Blue,413714.72956545505,51.17538968935047,Other,yes
Male,182.22141839648697,J,Blond,Green,138880.04375908294,21.539410471630433,Other,no
Female,161.5064854858188,I,Red,Brown,461696.97509120207,54.35247834467208,Copenhagen,yes
Female,171.09660735356314,J,Dark,Green,246064.25864865506,34.537024413098,Copenhagen,no
Male,175.48950260826382,I,Dark,Green,249992.74039707446,27.103797176730012,Other,no
Female,168.68810065665838,J,Blond,Blue,268566.3076998941,33.52421835666805,Copenhagen,no
Female,164.43732949345682,I,Blond,Blue,329157.78990887577,30.817782313881033,Aarhus,no
Male,181.44018864267187,J,Blond,Blue,371471.54132941895,40.285983887339285,Aarhus,no
Male,173.2267865791292,I,Red,Brown,219425.4483292062,41.374623339639584,Other,no
Male,180.33074947110444,J,Blond,Blue,298418.944488447,63.5753259639888,Copenhagen,yes
Female,169.69854148807593,J,Red,Brown,250399.0200720923,27.17492511105374,Aarhus,yes
Female,163.02096966175185,I,Blond,Green,450880.54044480243,53.26799534786208,Copenhagen,no
Female,167.1094377046681,J,Dark,Blue,470961.29519738187,55.421680931616564,Other,yes
Male,174.32869607268475,I,Blond,Blue,428010.5229300667,49.73293053186493,Other,yes
Male,177.18384965909453,J,Dark,Brown,207375.19718091487,36.32178649839636,Copenhagen,no
Male,190.6193122079318,K,Red,Brown,293834.32843744813,45.65431207829441,Other,yes
Male,180.89565991227414,J,Red,Brown,367587.1688931566,41.2777049006283,Other,yes
Male,181.46917670554382,J,Dark,Green,360430.3085156071,45.98767036304888,Copenhagen,no
Female,157.78804045313987,I,Blond,Blue,379533.87656019593,45.61189460950065,Other,yes
Female,160.57273583661674,I,Red,Brown,363924.5503909073,39.52815930769282,Aarhus,no
Female,167.38783709848752,J,Blond,Blue,426947.4456982092,59.58589096379671,Copenhagen,yes
Male,177.41677795986377,I,Red,Green,188539.84220837752,28.689032121505083,Copenhagen,no
Female,160.44830728177308,I,Blond,Blue,328799.50087434164,36.96782281667869,Other,no
Female,161.329609776928,I,Dark,Green,348706.8551851622,48.635639958343944,Copenhagen,no
Female,163.43327677806448,I,Dark,Brown,668563.2846490163,75.01866258778306,Copenhagen,yes
Male,175.98793729146038,I,Dark,Green,191331.2727995434,34.519872464894505,Copenhagen,no
Male,177.3067085604919,I,Blond,Blue,234908.8684835618,30.060149945015002,Other,no
Male,176.80890544586623,I,Blond,Blue,448750.4331800968,61.27211676619927,Copenhagen,yes
Male,175.10797501618867,I,Blond,Blue,403281.21556333266,44.98759967745757,Other,no
Female,159.2543790387391,I,Red,Brown,274385.20154689945,35.20228477136788,Other,no
Male,187.82546210171773,K,Dark,Green,368496.8131452385,41.72430846348042,Other,no
Male,172.43314088177763,I,Red,Blue,179104.86988056195,38.679302106642155,Copenhagen,no
Male,178.9472899399784,J,Dark,Green,473704.78812375525,68.32595037269004,Copenhagen,no
Male,173.64221296386447,I,Red,Brown,224379.03069539793,33.35107226141048,Copenhagen,no
Male,176.07140002493452,I,Dark,Blue,313468.52209307614,42.64058383468602,Other,no
Male,186.2029045811021,K,Red,Brown,393195.3439035095,43.26862569598841,Aarhus,no
Female,160.91227986421086,I,Red,Brown,255384.05300050098,35.237797491080656,Other,no
Female,172.0616272184873,K,Blond,Blue,284835.1282836497,31.10939339307937,Other,no
Female,166.69942388839596,J,Blond,Green,474095.51681005955,69.29031815430861,Copenhagen,no
Male,176.9334253149482,I,Red,Brown,411967.2010855109,35.41262202733232,Aarhus,no
Female,165.5054861250413,J,Dark,Green,320712.4788320291,46.1170836201655,Copenhagen,no
Male,174.2429591814385,I,Red,Brown,238387.49308644066,21.067809753468953,Other,no
Male,178.200724155411,J,Blond,Blue,367674.6879478236,44.237746332175305,Other,no
Male,181.68275833579784,J,Red,Blue,270956.42705592414,29.17303683736478,Copenhagen,yes
Female,161.6543371306602,I,Blond,Blue,481609.386338211,52.080541973796926,Copenhagen,yes
